,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
203,0 days 02:32:31.868000,PER,11,0 days 00:01:23.204000,64.0,3.0,,,0 days 00:00:29.894000,0 days 00:00:29.923000,0 days 00:00:23.387000,0 days 02:31:38.550000,0 days 02:32:08.473000,0 days 02:32:31.860000,,238.0,256.0,,False,MEDIUM,25.0,False,Red Bull Racing,0 days 02:31:08.664000,2023-07-23 14:32:10.692,1,3.0,False,,False,True
204,0 days 02:33:55.800000,PER,11,0 days 00:01:23.932000,65.0,3.0,,,0 days 00:00:30.190000,0 days 00:00:30.009000,0 days 00:00:23.733000,0 days 02:33:02.050000,0 days 02:33:32.059000,0 days 02:33:55.792000,283.0,237.0,249.0,310.0,False,MEDIUM,26.0,False,Red Bull Racing,0 days 02:32:31.868000,2023-07-23 14:33:33.896,1,3.0,False,,False,True
205,0 days 02:35:18.955000,PER,11,0 days 00:01:23.155000,66.0,3.0,,,0 days 00:00:29.899000,0 days 00:00:29.694000,0 days 00:00:23.562000,0 days 02:34:25.691000,0 days 02:34:55.385000,0 days 02:35:18.947000,284.0,242.0,248.0,293.0,False,MEDIUM,27.0,False,Red Bull Racing,0 days 02:33:55.800000,2023-07-23 14:34:57.828,1,3.0,False,,False,True
206,0 days 02:36:41.900000,PER,11,0 days 00:01:22.945000,67.0,3.0,,,0 days 00:00:29.970000,0 days 00:00:29.602000,0 days 00:00:23.373000,0 days 02:35:48.917000,0 days 02:36:18.519000,0 days 02:36:41.892000,285.0,242.0,251.0,291.0,False,MEDIUM,28.0,False,Red Bull Racing,0 days 02:35:18.955000,2023-07-23 14:36:20.983,1,3.0,False,,False,True
207,0 days 02:38:04.503000,PER,11,0 days 00:01:22.603000,68.0,3.0,,,0 days 00:00:29.693000,0 days 00:00:29.475000,0 days 00:00:23.435000,0 days 02:37:11.585000,0 days 02:37:41.060000,0 days 02:38:04.495000,,242.0,250.0,293.0,False,MEDIUM,29.0,False,Red Bull Racing,0 days 02:36:41.900000,2023-07-23 14:37:43.928,2,3.0,False,,False,True
208,0 days 02:39:27.082000,PER,11,0 days 00:01:22.579000,69.0,3.0,,,0 days 00:00:29.796000,0 days 00:00:29.459000,0 days 00:00:23.324000,0 days 02:38:34.291000,0 days 02:39:03.750000,0 days 02:39:27.074000,283.0,245.0,249.0,294.0,False,MEDIUM,30.0,False,Red Bull Racing,0 days 02:38:04.503000,2023-07-23 14:39:06.531,1,3.0,False,,False,True
209,0 days 02:40:50.615000,PER,11,0 days 00:01:23.533000,70.0,3.0,,,0 days 00:00:29.955000,0 days 00:00:29.690000,0 days 00:00:23.888000,0 days 02:39:57.029000,0 days 02:40:26.719000,0 days 02:40:50.607000,284.0,242.0,246.0,292.0,False,MEDIUM,31.0,False,Red Bull Racing,0 days 02:39:27.082000,2023-07-23 14:40:29.110,1,3.0,False,,False,True
210,0 days 01:03:34.917000,HAM,44,0 days 00:01:30.539000,1.0,1.0,0 days 00:16:30.764000,,,0 days 00:00:31.880000,0 days 00:00:23.746000,,0 days 01:03:11.245000,0 days 01:03:34.995000,271.0,231.0,244.0,241.0,False,MEDIUM,4.0,False,Mercedes,0 days 01:02:04.106000,2023-07-23 13:03:06.134,2,4.0,False,,False,False
211,0 days 01:05:00.969000,HAM,44,0 days 00:01:26.052000,2.0,1.0,,,0 days 00:00:30.556000,0 days 00:00:31.467000,0 days 00:00:24.029000,0 days 01:04:05.465000,0 days 01:04:36.932000,0 days 01:05:00.961000,274.0,232.0,243.0,290.0,True,MEDIUM,5.0,False,Mercedes,0 days 01:03:34.917000,2023-07-23 13:04:36.945,1,4.0,False,,False,True
212,0 days 01:06:26.396000,HAM,44,0 days 00:01:25.427000,3.0,1.0,,,0 days 00:00:30.681000,0 days 00:00:30.953000,0 days 00:00:23.793000,0 days 01:05:31.642000,0 days 01:06:02.595000,0 days 01:06:26.388000,275.0,232.0,243.0,,True,MEDIUM,6.0,False,Mercedes,0 days 01:05:00.969000,2023-07-23 13:06:02.997,1,4.0,False,,False,True
213,0 days 01:07:50.955000,HAM,44,0 days 00:01:24.559000,4.0,1.0,,,0 days 00:00:30.404000,0 days 00:00:30.496000,0 days 00:00:23.659000,0 days 01:06:56.792000,0 days 01:07:27.288000,0 days 01:07:50.947000,269.0,235.0,248.0,,True,MEDIUM,7.0,False,Mercedes,0 days 01:06:26.396000,2023-07-23 13:07:28.424,1,4.0,False,,False,True
214,0 days 01:09:16.267000,HAM,44,0 days 00:01:25.312000,5.0,1.0,,,0 days 00:00:30.510000,0 days 00:00:30.938000,0 days 00:00:23.864000,0 days 01:08:21.457000,0 days 01:08:52.395000,0 days 01:09:16.259000,263.0,233.0,242.0,303.0,False,MEDIUM,8.0,False,Mercedes,0 days 01:07:50.955000,2023-07-23 13:08:52.983,1,4.0,False,,False,True
215,0 days 01:10:41.434000,HAM,44,0 days 00:01:25.167000,6.0,1.0,,,0 days 00:00:30.806000,0 days 00:00:30.538000,0 days 00:00:23.823000,0 days 01:09:47.065000,0 days 01:10:17.603000,0 days 01:10:41.426000,259.0,232.0,243.0,283.0,False,MEDIUM,9.0,False,Mercedes,0 days 01:09:16.267000,2023-07-23 13:10:18.295,1,4.0,False,,False,True
216,0 days 01:12:06.613000,HAM,44,0 days 00:01:25.179000,7.0,1.0,,,0 days 00:00:30.704000,0 days 00:00:30.656000,0 days 00:00:23.819000,0 days 01:11:12.130000,0 days 01:11:42.786000,0 days 01:12:06.605000,264.0,232.0,242.0,286.0,False,MEDIUM,10.0,False,Mercedes,0 days 01:10:41.434000,2023-07-23 13:11:43.462,1,4.0,False,,False,True
217,0 days 01:13:31.529000,HAM,44,0 days 00:01:24.916000,8.0,1.0,,,0 days 00:00:30.563000,0 days 00:00:30.621000,0 days 00:00:23.732000,0 days 01:12:37.168000,0 days 01:13:07.789000,0 days 01:13:31.521000,272.0,234.0,242.0,,False,MEDIUM,11.0,False,Mercedes,0 days 01:12:06.613000,2023-07-23 13:13:08.641,1,4.0,False,,False,True
218,0 days 01:14:56.945000,HAM,44,0 days 00:01:25.416000,9.0,1.0,,,0 days 00:00:30.708000,0 days 00:00:30.797000,0 days 00:00:23.911000,0 days 01:14:02.229000,0 days 01:14:33.026000,0 days 01:14:56.937000,273.0,232.0,242.0,287.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:13:31.529000,2023-07-23 13:14:33.557,1,4.0,False,,False,True
219,0 days 01:16:22.068000,HAM,44,0 days 00:01:25.123000,10.0,1.0,,,0 days 00:00:30.669000,0 days 00:00:30.615000,0 days 00:00:23.839000,0 days 01:15:27.606000,0 days 01:15:58.221000,0 days 01:16:22.060000,,233.0,243.0,286.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:14:56.945000,2023-07-23 13:15:58.973,1,4.0,False,,False,True
220,0 days 01:17:47.221000,HAM,44,0 days 00:01:25.153000,11.0,1.0,,,0 days 00:00:30.688000,0 days 00:00:30.623000,0 days 00:00:23.842000,0 days 01:16:52.748000,0 days 01:17:23.371000,0 days 01:17:47.213000,271.0,232.0,242.0,285.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:16:22.068000,2023-07-23 13:17:24.096,1,4.0,True,TRACK LIMITS AT TURN 4 LAP 11 ,False,True
221,0 days 01:19:12.302000,HAM,44,0 days 00:01:25.081000,12.0,1.0,,,0 days 00:00:30.720000,0 days 00:00:30.548000,0 days 00:00:23.813000,0 days 01:18:17.933000,0 days 01:18:48.481000,0 days 01:19:12.294000,270.0,232.0,243.0,287.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:17:47.221000,2023-07-23 13:18:49.249,1,4.0,False,,False,True
222,0 days 01:20:37.355000,HAM,44,0 days 00:01:25.053000,13.0,1.0,,,0 days 00:00:30.585000,0 days 00:00:30.481000,0 days 00:00:23.987000,0 days 01:19:42.879000,0 days 01:20:13.360000,0 days 01:20:37.347000,271.0,232.0,242.0,286.0,False,MEDIUM,16.0,False,Mercedes,0 days 01:19:12.302000,2023-07-23 13:20:14.330,1,4.0,False,,False,True
223,0 days 01:22:02.764000,HAM,44,0 days 00:01:25.409000,14.0,1.0,,,0 days 00:00:30.880000,0 days 00:00:30.542000,0 days 00:00:23.987000,0 days 01:21:08.227000,0 days 01:21:38.769000,0 days 01:22:02.756000,264.0,233.0,242.0,284.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:20:37.355000,2023-07-23 13:21:39.383,1,4.0,False,,False,True
224,0 days 01:23:28.412000,HAM,44,0 days 00:01:25.648000,15.0,1.0,,,0 days 00:00:30.764000,0 days 00:00:30.877000,0 days 00:00:24.007000,0 days 01:22:33.520000,0 days 01:23:04.397000,0 days 01:23:28.404000,269.0,232.0,244.0,285.0,False,MEDIUM,18.0,False,Mercedes,0 days 01:22:02.764000,2023-07-23 13:23:04.792,1,4.0,False,,False,True
225,0 days 01:24:56.203000,HAM,44,0 days 00:01:27.791000,16.0,1.0,,0 days 01:24:54.425000,0 days 00:00:30.933000,0 days 00:00:30.498000,0 days 00:00:26.360000,0 days 01:23:59.337000,0 days 01:24:29.835000,0 days 01:24:56.195000,270.0,235.0,,287.0,False,MEDIUM,19.0,False,Mercedes,0 days 01:23:28.412000,2023-07-23 13:24:30.440,1,4.0,False,,False,False
226,0 days 01:26:40.879000,HAM,44,0 days 00:01:44.676000,17.0,2.0,0 days 01:25:16.378000,,0 days 00:00:49.046000,0 days 00:00:31.373000,0 days 00:00:24.257000,0 days 01:25:45.241000,0 days 01:26:16.614000,0 days 01:26:40.871000,270.0,224.0,240.0,,False,HARD,1.0,True,Mercedes,0 days 01:24:56.203000,2023-07-23 13:25:58.231,1,8.0,False,,False,False
227,0 days 01:28:06.645000,HAM,44,0 days 00:01:25.766000,18.0,2.0,,,0 days 00:00:30.705000,0 days 00:00:31.142000,0 days 00:00:23.919000,0 days 01:27:11.576000,0 days 01:27:42.718000,0 days 01:28:06.637000,264.0,227.0,242.0,283.0,False,HARD,2.0,True,Mercedes,0 days 01:26:40.879000,2023-07-23 13:27:42.907,1,7.0,False,,False,True
228,0 days 01:29:32.183000,HAM,44,0 days 00:01:25.538000,19.0,2.0,,,0 days 00:00:30.871000,0 days 00:00:30.803000,0 days 00:00:23.864000,0 days 01:28:37.508000,0 days 01:29:08.311000,0 days 01:29:32.175000,,229.0,242.0,,False,HARD,3.0,True,Mercedes,0 days 01:28:06.645000,2023-07-23 13:29:08.673,1,7.0,False,,False,True
229,0 days 01:30:56.441000,HAM,44,0 days 00:01:24.258000,20.0,2.0,,,0 days 00:00:30.430000,0 days 00:00:30.221000,0 days 00:00:23.607000,0 days 01:30:02.605000,0 days 01:30:32.826000,0 days 01:30:56.433000,,235.0,242.0,282.0,True,HARD,4.0,True,Mercedes,0 days 01:29:32.183000,2023-07-23 13:30:34.211,1,7.0,False,,False,True
230,0 days 01:32:20.844000,HAM,44,0 days 00:01:24.403000,21.0,2.0,,,0 days 00:00:30.444000,0 days 00:00:30.447000,0 days 00:00:23.512000,0 days 01:31:26.877000,0 days 01:31:57.324000,0 days 01:32:20.836000,262.0,233.0,243.0,286.0,False,HARD,5.0,True,Mercedes,0 days 01:30:56.441000,2023-07-23 13:31:58.469,1,6.0,False,,False,True
231,0 days 01:33:45.321000,HAM,44,0 days 00:01:24.477000,22.0,2.0,,,0 days 00:00:30.539000,0 days 00:00:30.431000,0 days 00:00:23.507000,0 days 01:32:51.375000,0 days 01:33:21.806000,0 days 01:33:45.313000,266.0,233.0,245.0,,False,HARD,6.0,True,Mercedes,0 days 01:32:20.844000,2023-07-23 13:33:22.872,1,6.0,False,,False,True
232,0 days 01:35:09.606000,HAM,44,0 days 00:01:24.285000,23.0,2.0,,,0 days 00:00:30.397000,0 days 00:00:30.212000,0 days 00:00:23.676000,0 days 01:34:15.710000,0 days 01:34:45.922000,0 days 01:35:09.598000,273.0,235.0,242.0,287.0,False,HARD,7.0,True,Mercedes,0 days 01:33:45.321000,2023-07-23 13:34:47.349,1,6.0,False,,False,True
233,0 days 01:36:33.851000,HAM,44,0 days 00:01:24.245000,24.0,2.0,,,0 days 00:00:30.445000,0 days 00:00:30.243000,0 days 00:00:23.557000,0 days 01:35:40.043000,0 days 01:36:10.286000,0 days 01:36:33.843000,270.0,235.0,245.0,,True,HARD,8.0,True,Mercedes,0 days 01:35:09.606000,2023-07-23 13:36:11.634,1,6.0,False,,False,True
234,0 days 01:37:57.914000,HAM,44,0 days 00:01:24.063000,25.0,2.0,,,0 days 00:00:30.656000,0 days 00:00:29.985000,0 days 00:00:23.422000,0 days 01:37:04.499000,0 days 01:37:34.484000,0 days 01:37:57.906000,,236.0,243.0,289.0,True,HARD,9.0,True,Mercedes,0 days 01:36:33.851000,2023-07-23 13:37:35.879,1,4.0,False,,False,True
235,0 days 01:39:21.880000,HAM,44,0 days 00:01:23.966000,26.0,2.0,,,0 days 00:00:30.371000,0 days 00:00:29.909000,0 days 00:00:23.686000,0 days 01:38:28.277000,0 days 01:38:58.186000,0 days 01:39:21.872000,269.0,238.0,243.0,287.0,True,HARD,10.0,True,Mercedes,0 days 01:37:57.914000,2023-07-23 13:38:59.942,1,4.0,False,,False,True
236,0 days 01:40:46.073000,HAM,44,0 days 00:01:24.193000,27.0,2.0,,,0 days 00:00:30.520000,0 days 00:00:30.132000,0 days 00:00:23.541000,0 days 01:39:52.392000,0 days 01:40:22.524000,0 days 01:40:46.065000,273.0,235.0,245.0,286.0,False,HARD,11.0,True,Mercedes,0 days 01:39:21.880000,2023-07-23 13:40:23.908,1,4.0,False,,False,True
237,0 days 01:42:10.159000,HAM,44,0 days 00:01:24.086000,28.0,2.0,,,0 days 00:00:30.527000,0 days 00:00:30.076000,0 days 00:00:23.483000,0 days 01:41:16.592000,0 days 01:41:46.668000,0 days 01:42:10.151000,,238.0,245.0,288.0,False,HARD,12.0,True,Mercedes,0 days 01:40:46.073000,2023-07-23 13:41:48.101,1,4.0,False,,False,True
238,0 days 01:43:34.214000,HAM,44,0 days 00:01:24.055000,29.0,2.0,,,0 days 00:00:30.368000,0 days 00:00:30.152000,0 days 00:00:23.535000,0 days 01:42:40.519000,0 days 01:43:10.671000,0 days 01:43:34.206000,268.0,237.0,246.0,,False,HARD,13.0,True,Mercedes,0 days 01:42:10.159000,2023-07-23 13:43:12.187,1,4.0,False,,False,True
239,0 days 01:44:57.963000,HAM,44,0 days 00:01:23.749000,30.0,2.0,,,0 days 00:00:30.356000,0 days 00:00:29.879000,0 days 00:00:23.514000,0 days 01:44:04.562000,0 days 01:44:34.441000,0 days 01:44:57.955000,269.0,238.0,245.0,,True,HARD,14.0,True,Mercedes,0 days 01:43:34.214000,2023-07-23 13:44:36.242,1,4.0,False,,False,True
240,0 days 01:46:21.815000,HAM,44,0 days 00:01:23.852000,31.0,2.0,,,0 days 00:00:30.432000,0 days 00:00:29.915000,0 days 00:00:23.505000,0 days 01:45:28.387000,0 days 01:45:58.302000,0 days 01:46:21.807000,261.0,238.0,244.0,,False,HARD,15.0,True,Mercedes,0 days 01:44:57.963000,2023-07-23 13:45:59.991,1,4.0,False,,False,True
241,0 days 01:47:46.205000,HAM,44,0 days 00:01:24.390000,32.0,2.0,,,0 days 00:00:30.715000,0 days 00:00:30.169000,0 days 00:00:23.506000,0 days 01:46:52.522000,0 days 01:47:22.691000,0 days 01:47:46.197000,270.0,239.0,244.0,287.0,False,HARD,16.0,True,Mercedes,0 days 01:46:21.815000,2023-07-23 13:47:23.843,1,4.0,False,,False,True
242,0 days 01:49:10.022000,HAM,44,0 days 00:01:23.817000,33.0,2.0,,,0 days 00:00:30.500000,0 days 00:00:29.763000,0 days 00:00:23.554000,0 days 01:48:16.697000,0 days 01:48:46.460000,0 days 01:49:10.014000,271.0,239.0,245.0,286.0,False,HARD,17.0,True,Mercedes,0 days 01:47:46.205000,2023-07-23 13:48:48.233,1,4.0,False,,False,True
243,0 days 01:50:33.921000,HAM,44,0 days 00:01:23.899000,34.0,2.0,,,0 days 00:00:30.487000,0 days 00:00:29.764000,0 days 00:00:23.648000,0 days 01:49:40.501000,0 days 01:50:10.265000,0 days 01:50:33.913000,269.0,239.0,244.0,287.0,False,HARD,18.0,True,Mercedes,0 days 01:49:10.022000,2023-07-23 13:50:12.050,1,4.0,False,,False,True
244,0 days 01:51:57.772000,HAM,44,0 days 00:01:23.851000,35.0,2.0,,,0 days 00:00:30.389000,0 days 00:00:29.824000,0 days 00:00:23.638000,0 days 01:51:04.302000,0 days 01:51:34.126000,0 days 01:51:57.764000,267.0,239.0,244.0,289.0,False,HARD,19.0,True,Mercedes,0 days 01:50:33.921000,2023-07-23 13:51:35.949,1,4.0,False,,False,True
245,0 days 01:53:21.682000,HAM,44,0 days 00:01:23.910000,36.0,2.0,,,0 days 00:00:30.556000,0 days 00:00:29.789000,0 days 00:00:23.565000,0 days 01:52:28.320000,0 days 01:52:58.109000,0 days 01:53:21.674000,271.0,239.0,244.0,288.0,False,HARD,20.0,True,Mercedes,0 days 01:51:57.772000,2023-07-23 13:52:59.800,1,4.0,False,,False,True
246,0 days 01:54:45.589000,HAM,44,0 days 00:01:23.907000,37.0,2.0,,,0 days 00:00:30.439000,0 days 00:00:29.853000,0 days 00:00:23.615000,0 days 01:53:52.113000,0 days 01:54:21.966000,0 days 01:54:45.581000,273.0,238.0,244.0,,False,HARD,21.0,True,Mercedes,0 days 01:53:21.682000,2023-07-23 13:54:23.710,1,4.0,False,,False,True
247,0 days 01:56:09.863000,HAM,44,0 days 00:01:24.274000,38.0,2.0,,,0 days 00:00:30.458000,0 days 00:00:29.975000,0 days 00:00:23.841000,0 days 01:55:16.039000,0 days 01:55:46.014000,0 days 01:56:09.855000,271.0,240.0,244.0,289.0,False,HARD,22.0,True,Mercedes,0 days 01:54:45.589000,2023-07-23 13:55:47.617,1,4.0,False,,False,True
248,0 days 01:57:34.213000,HAM,44,0 days 00:01:24.350000,39.0,2.0,,,0 days 00:00:30.504000,0 days 00:00:30.034000,0 days 00:00:23.812000,0 days 01:56:40.359000,0 days 01:57:10.393000,0 days 01:57:34.205000,272.0,238.0,244.0,290.0,False,HARD,23.0,True,Mercedes,0 days 01:56:09.863000,2023-07-23 13:57:11.891,1,4.0,False,,False,True
249,0 days 01:58:59.011000,HAM,44,0 days 00:01:24.798000,40.0,2.0,,,0 days 00:00:30.867000,0 days 00:00:30.084000,0 days 00:00:23.847000,0 days 01:58:05.072000,0 days 01:58:35.156000,0 days 01:58:59.003000,274.0,237.0,245.0,288.0,False,HARD,24.0,True,Mercedes,0 days 01:57:34.213000,2023-07-23 13:58:36.241,1,4.0,False,,False,True
250,0 days 02:00:23.595000,HAM,44,0 days 00:01:24.584000,41.0,2.0,,,0 days 00:00:30.505000,0 days 00:00:30.120000,0 days 00:00:23.959000,0 days 01:59:29.508000,0 days 01:59:59.628000,0 days 02:00:23.587000,271.0,237.0,245.0,292.0,False,HARD,25.0,True,Mercedes,0 days 01:58:59.011000,2023-07-23 14:00:01.039,1,4.0,False,,False,True
251,0 days 02:01:48.441000,HAM,44,0 days 00:01:24.846000,42.0,2.0,,,0 days 00:00:30.677000,0 days 00:00:30.153000,0 days 00:00:24.016000,0 days 02:00:54.264000,0 days 02:01:24.417000,0 days 02:01:48.433000,272.0,237.0,244.0,293.0,False,HARD,26.0,True,Mercedes,0 days 02:00:23.595000,2023-07-23 14:01:25.623,1,4.0,False,,False,True
252,0 days 02:03:13.014000,HAM,44,0 days 00:01:24.573000,43.0,2.0,,,0 days 00:00:30.663000,0 days 00:00:30.139000,0 days 00:00:23.771000,0 days 02:02:19.096000,0 days 02:02:49.235000,0 days 02:03:13.006000,268.0,237.0,245.0,289.0,False,HARD,27.0,True,Mercedes,0 days 02:01:48.441000,2023-07-23 14:02:50.469,1,3.0,False,,False,True
253,0 days 02:04:37.457000,HAM,44,0 days 00:01:24.443000,44.0,2.0,,,0 days 00:00:30.706000,0 days 00:00:30.011000,0 days 00:00:23.726000,0 days 02:03:43.712000,0 days 02:04:13.723000,0 days 02:04:37.449000,271.0,238.0,244.0,290.0,False,HARD,28.0,True,Mercedes,0 days 02:03:13.014000,2023-07-23 14:04:15.042,1,3.0,False,,False,True
254,0 days 02:06:02.031000,HAM,44,0 days 00:01:24.574000,45.0,2.0,,,0 days 00:00:30.732000,0 days 00:00:30.184000,0 days 00:00:23.658000,0 days 02:05:08.181000,0 days 02:05:38.365000,0 days 02:06:02.023000,273.0,235.0,244.0,288.0,False,HARD,29.0,True,Mercedes,0 days 02:04:37.457000,2023-07-23 14:05:39.485,1,2.0,False,,False,True
255,0 days 02:07:26.282000,HAM,44,0 days 00:01:24.251000,46.0,2.0,,,0 days 00:00:30.554000,0 days 00:00:30.111000,0 days 00:00:23.586000,0 days 02:06:32.577000,0 days 02:07:02.688000,0 days 02:07:26.274000,275.0,235.0,245.0,,False,HARD,30.0,True,Mercedes,0 days 02:06:02.031000,2023-07-23 14:07:04.059,1,2.0,False,,False,True
256,0 days 02:08:50.484000,HAM,44,0 days 00:01:24.202000,47.0,2.0,,,0 days 00:00:30.534000,0 days 00:00:29.909000,0 days 00:00:23.759000,0 days 02:07:56.808000,0 days 02:08:26.717000,0 days 02:08:50.476000,,236.0,242.0,289.0,False,HARD,31.0,True,Mercedes,0 days 02:07:26.282000,2023-07-23 14:08:28.310,1,2.0,False,,False,True
257,0 days 02:10:14.974000,HAM,44,0 days 00:01:24.490000,48.0,2.0,,,0 days 00:00:30.569000,0 days 00:00:29.976000,0 days 00:00:23.945000,0 days 02:09:21.045000,0 days 02:09:51.021000,0 days 02:10:14.966000,274.0,238.0,244.0,288.0,False,HARD,32.0,True,Mercedes,0 days 02:08:50.484000,2023-07-23 14:09:52.512,1,2.0,False,,False,True
258,0 days 02:11:41.991000,HAM,44,0 days 00:01:27.017000,49.0,2.0,,0 days 02:11:40.225000,0 days 00:00:30.300000,0 days 00:00:30.017000,0 days 00:00:26.700000,0 days 02:10:45.266000,0 days 02:11:15.283000,0 days 02:11:41.983000,272.0,236.0,,289.0,False,HARD,33.0,True,Mercedes,0 days 02:10:14.974000,2023-07-23 14:11:17.002,1,3.0,False,,False,False
259,0 days 02:13:23.737000,HAM,44,0 days 00:01:41.746000,50.0,3.0,0 days 02:12:01.959000,,0 days 00:00:48.480000,0 days 00:00:30.049000,0 days 00:00:23.217000,0 days 02:12:30.463000,0 days 02:13:00.512000,0 days 02:13:23.729000,272.0,234.0,247.0,,False,MEDIUM,4.0,False,Mercedes,0 days 02:11:41.991000,2023-07-23 14:12:44.019,1,5.0,False,,False,False
260,0 days 02:14:46.348000,HAM,44,0 days 00:01:22.611000,51.0,3.0,,,0 days 00:00:29.878000,0 days 00:00:29.523000,0 days 00:00:23.210000,0 days 02:13:53.607000,0 days 02:14:23.130000,0 days 02:14:46.340000,271.0,236.0,246.0,287.0,True,MEDIUM,5.0,False,Mercedes,0 days 02:13:23.737000,2023-07-23 14:14:25.765,1,5.0,False,,False,True
261,0 days 02:16:08.733000,HAM,44,0 days 00:01:22.385000,52.0,3.0,,,0 days 00:00:29.943000,0 days 00:00:29.407000,0 days 00:00:23.035000,0 days 02:15:16.283000,0 days 02:15:45.690000,0 days 02:16:08.725000,276.0,237.0,246.0,,True,MEDIUM,6.0,False,Mercedes,0 days 02:14:46.348000,2023-07-23 14:15:48.376,1,5.0,False,,False,True
262,0 days 02:17:30.816000,HAM,44,0 days 00:01:22.083000,53.0,3.0,,,0 days 00:00:29.834000,0 days 00:00:29.216000,0 days 00:00:23.033000,0 days 02:16:38.559000,0 days 02:17:07.775000,0 days 02:17:30.808000,273.0,240.0,248.0,289.0,True,MEDIUM,7.0,False,Mercedes,0 days 02:16:08.733000,2023-07-23 14:17:10.761,1,5.0,False,,False,True
263,0 days 02:18:52.417000,HAM,44,0 days 00:01:21.601000,54.0,3.0,,,0 days 00:00:29.694000,0 days 00:00:29.013000,0 days 00:00:22.894000,0 days 02:18:00.502000,0 days 02:18:29.515000,0 days 02:18:52.409000,276.0,242.0,247.0,,True,MEDIUM,8.0,False,Mercedes,0 days 02:17:30.816000,2023-07-23 14:18:32.844,1,5.0,False,,False,True
264,0 days 02:20:14.619000,HAM,44,0 days 00:01:22.202000,55.0,3.0,,,0 days 00:00:29.652000,0 days 00:00:29.262000,0 days 00:00:23.288000,0 days 02:19:22.061000,0 days 02:19:51.323000,0 days 02:20:14.611000,275.0,240.0,247.0,291.0,False,MEDIUM,9.0,False,Mercedes,0 days 02:18:52.417000,2023-07-23 14:19:54.445,1,5.0,False,,False,True
265,0 days 02:21:37.628000,HAM,44,0 days 00:01:23.009000,56.0,3.0,,,0 days 00:00:29.903000,0 days 00:00:29.603000,0 days 00:00:23.503000,0 days 02:20:44.514000,0 days 02:21:14.117000,0 days 02:21:37.620000,273.0,241.0,252.0,,False,MEDIUM,10.0,False,Mercedes,0 days 02:20:14.619000,2023-07-23 14:21:16.647,1,5.0,False,,False,True
266,0 days 02:23:00.722000,HAM,44,0 days 00:01:23.094000,57.0,3.0,,,0 days 00:00:29.870000,0 days 00:00:29.860000,0 days 00:00:23.364000,0 days 02:22:07.490000,0 days 02:22:37.350000,0 days 02:23:00.714000,267.0,238.0,245.0,311.0,False,MEDIUM,11.0,False,Mercedes,0 days 02:21:37.628000,2023-07-23 14:22:39.656,1,4.0,False,,False,True
267,0 days 02:24:23.795000,HAM,44,0 days 00:01:23.073000,58.0,3.0,,,0 days 00:00:29.937000,0 days 00:00:29.773000,0 days 00:00:23.363000,0 days 02:23:30.651000,0 days 02:24:00.424000,0 days 02:24:23.787000,264.0,239.0,247.0,291.0,False,MEDIUM,12.0,False,Mercedes,0 days 02:23:00.722000,2023-07-23 14:24:02.750,1,4.0,False,,False,True
268,0 days 02:25:46.392000,HAM,44,0 days 00:01:22.597000,59.0,3.0,,,0 days 00:00:29.723000,0 days 00:00:29.675000,0 days 00:00:23.199000,0 days 02:24:53.510000,0 days 02:25:23.185000,0 days 02:25:46.384000,269.0,238.0,247.0,289.0,False,MEDIUM,13.0,False,Mercedes,0 days 02:24:23.795000,2023-07-23 14:25:25.823,1,4.0,False,,False,True
269,0 days 02:27:08.362000,HAM,44,0 days 00:01:21.970000,60.0,3.0,,,0 days 00:00:30.095000,0 days 00:00:29.076000,0 days 00:00:22.799000,0 days 02:26:16.479000,0 days 02:26:45.555000,0 days 02:27:08.354000,274.0,244.0,247.0,288.0,False,MEDIUM,14.0,False,Mercedes,0 days 02:25:46.392000,2023-07-23 14:26:48.420,1,4.0,False,,False,True
270,0 days 02:28:30.489000,HAM,44,0 days 00:01:22.127000,61.0,3.0,,,0 days 00:00:29.709000,0 days 00:00:29.271000,0 days 00:00:23.147000,0 days 02:27:38.063000,0 days 02:28:07.334000,0 days 02:28:30.481000,278.0,239.0,246.0,291.0,False,MEDIUM,15.0,False,Mercedes,0 days 02:27:08.362000,2023-07-23 14:28:10.390,1,4.0,False,,False,True
271,0 days 02:29:52.545000,HAM,44,0 days 00:01:22.056000,62.0,3.0,,,0 days 00:00:29.784000,0 days 00:00:29.215000,0 days 00:00:23.057000,0 days 02:29:00.265000,0 days 02:29:29.480000,0 days 02:29:52.537000,275.0,241.0,247.0,288.0,False,MEDIUM,16.0,False,Mercedes,0 days 02:28:30.489000,2023-07-23 14:29:32.517,1,4.0,False,,False,True
