,Driver,Position,Stint,Compound,LapNumber,LapTime,TyreLife,LapTimeSeconds,FullName,Color,CumulativeLapTime,SmallestCumulativeLapTime,IntervalToLeader,NormalizedIntervalToLeader
172,PER,5.0,2.0,MEDIUM,33.0,0 days 00:01:23.525000,15.0,83.525,sergio perez,#716de2,2828.81,2802.784,26.02599999999984,1.009285767294233
173,PER,5.0,2.0,MEDIUM,34.0,0 days 00:01:23.527000,16.0,83.527,sergio perez,#716de2,2912.337,2886.291,26.04599999999982,1.0090240381167388
174,PER,5.0,2.0,MEDIUM,35.0,0 days 00:01:23.320000,17.0,83.32,sergio perez,#716de2,2995.657,2969.78,25.876999999999953,1.0087134400527986
175,PER,5.0,2.0,MEDIUM,36.0,0 days 00:01:23.390000,18.0,83.39,sergio perez,#716de2,3079.047,3053.065,25.98199999999997,1.0085101365349247
176,PER,5.0,2.0,MEDIUM,37.0,0 days 00:01:23.625000,19.0,83.625,sergio perez,#716de2,3162.672,3136.315,26.35699999999997,1.0084038114793954
177,PER,5.0,2.0,MEDIUM,38.0,0 days 00:01:23.904000,20.0,83.904,sergio perez,#716de2,3246.576,3219.785,26.791000000000167,1.0083207419128917
178,PER,5.0,2.0,MEDIUM,39.0,0 days 00:01:24.160000,21.0,84.16,sergio perez,#716de2,3330.736,3303.928,26.807999999999993,1.008113978270713
179,PER,5.0,2.0,MEDIUM,40.0,0 days 00:01:24.604000,22.0,84.604,sergio perez,#716de2,3415.34,3387.633,27.707000000000335,1.0081788670732634
180,PER,5.0,2.0,MEDIUM,41.0,0 days 00:01:24.461000,23.0,84.461,sergio perez,#716de2,3499.801,3470.656,29.144999999999982,1.0083975478987257
181,PER,5.0,2.0,MEDIUM,42.0,0 days 00:01:27.335000,24.0,87.335,sergio perez,#716de2,3587.136,3553.965,33.17099999999982,1.0093335190414086
182,PER,6.0,3.0,MEDIUM,43.0,0 days 00:01:40.363000,4.0,100.363,sergio perez,#716de2,3687.499,3637.303,50.19599999999991,1.0138003350284537
183,PER,5.0,3.0,MEDIUM,44.0,0 days 00:01:22.929000,5.0,82.929,sergio perez,#716de2,3770.428,3721.075,49.353000000000065,1.0132631027324093
184,PER,5.0,3.0,MEDIUM,45.0,0 days 00:01:22.637000,6.0,82.637,sergio perez,#716de2,3853.065,3805.005,48.059999999999945,1.0126307324169088
185,PER,5.0,3.0,MEDIUM,46.0,0 days 00:01:22.706000,7.0,82.706,sergio perez,#716de2,3935.7709999999997,3888.644,47.12699999999995,1.0121191345877893
186,PER,4.0,3.0,MEDIUM,47.0,0 days 00:01:22.872000,8.0,82.872,sergio perez,#716de2,4018.643,3972.252,46.391000000000076,1.0116787655969461
187,PER,4.0,3.0,MEDIUM,48.0,0 days 00:01:22.588000,9.0,82.588,sergio perez,#716de2,4101.231,4055.739,45.491999999999734,1.011216698115929
188,PER,4.0,3.0,MEDIUM,49.0,0 days 00:01:22.380000,10.0,82.38,sergio perez,#716de2,4183.611,4139.561,44.05000000000018,1.0106412249994625
189,PER,3.0,3.0,MEDIUM,50.0,0 days 00:01:22.406000,11.0,82.406,sergio perez,#716de2,4266.017,4223.343,42.67399999999998,1.010104317835421
190,PER,3.0,3.0,MEDIUM,51.0,0 days 00:01:22.860000,12.0,82.86,sergio perez,#716de2,4348.877,4309.553,39.324000000000524,1.009124844270392
191,PER,3.0,3.0,MEDIUM,52.0,0 days 00:01:22.917000,13.0,82.917,sergio perez,#716de2,4431.794,4412.276,19.51800000000003,1.004423567338036
192,PER,3.0,3.0,MEDIUM,53.0,0 days 00:01:22.295000,14.0,82.295,sergio perez,#716de2,4514.089,4492.78,21.309000000000196,1.004742943122076
193,PER,3.0,3.0,MEDIUM,54.0,0 days 00:01:22.410000,15.0,82.41,sergio perez,#716de2,4596.499,4576.715,19.78399999999965,1.0043227511435604
194,PER,3.0,3.0,MEDIUM,55.0,0 days 00:01:22.473000,16.0,82.473,sergio perez,#716de2,4678.972,4659.562,19.409999999999854,1.0041656275847386
195,PER,3.0,3.0,MEDIUM,56.0,0 days 00:01:23.506000,17.0,83.506,sergio perez,#716de2,4762.478,4742.162,20.315999999999804,1.0042841218836471
196,PER,3.0,3.0,MEDIUM,57.0,0 days 00:01:22.484000,18.0,82.484,sergio perez,#716de2,4844.9619999999995,4824.5869999999995,20.375,1.0042231594124016
197,PER,3.0,3.0,MEDIUM,58.0,0 days 00:01:22.313000,19.0,82.313,sergio perez,#716de2,4927.275,4907.237,20.037999999999556,1.0040833568869814
198,PER,3.0,3.0,MEDIUM,59.0,0 days 00:01:22.570000,20.0,82.57,sergio perez,#716de2,5009.845,4989.117,20.728000000000065,1.004154642995945
199,PER,3.0,3.0,MEDIUM,60.0,0 days 00:01:23.095000,21.0,83.095,sergio perez,#716de2,5092.94,5070.671,22.268999999999323,1.0043917264598707
200,PER,3.0,3.0,MEDIUM,61.0,0 days 00:01:23.862000,22.0,83.862,sergio perez,#716de2,5176.802,5152.191,24.610999999999876,1.0047768027233461
201,PER,3.0,3.0,MEDIUM,62.0,0 days 00:01:23.671000,23.0,83.671,sergio perez,#716de2,5260.473,5233.884,26.588999999999942,1.0050801660869824
202,PER,3.0,3.0,MEDIUM,63.0,0 days 00:01:23.813000,24.0,83.813,sergio perez,#716de2,5344.286,5315.656,28.63000000000011,1.0053859768201705
203,PER,3.0,3.0,MEDIUM,64.0,0 days 00:01:23.204000,25.0,83.204,sergio perez,#716de2,5427.49,5397.778,29.711999999999534,1.0055044872167769
204,PER,3.0,3.0,MEDIUM,65.0,0 days 00:01:23.932000,26.0,83.932,sergio perez,#716de2,5511.422,5480.001,31.420999999999367,1.0057337580777812
205,PER,3.0,3.0,MEDIUM,66.0,0 days 00:01:23.155000,27.0,83.155,sergio perez,#716de2,5594.577,5561.942,32.63500000000022,1.0058675548935965
206,PER,3.0,3.0,MEDIUM,67.0,0 days 00:01:22.945000,28.0,82.945,sergio perez,#716de2,5677.522,5643.696,33.82600000000002,1.005993590016188
207,PER,3.0,3.0,MEDIUM,68.0,0 days 00:01:22.603000,29.0,82.603,sergio perez,#716de2,5760.125,5725.22,34.904999999999745,1.006096708947429
208,PER,3.0,3.0,MEDIUM,69.0,0 days 00:01:22.579000,30.0,82.579,sergio perez,#716de2,5842.704,5806.4,36.30400000000009,1.0062524111325435
209,PER,3.0,3.0,MEDIUM,70.0,0 days 00:01:23.533000,31.0,83.533,sergio perez,#716de2,5926.237,5888.634,37.603000000000065,1.0063856914863447
210,HAM,4.0,1.0,MEDIUM,1.0,0 days 00:01:30.539000,4.0,90.539,lewis hamilton,#00d2be,90.539,87.912,2.6269999999999953,1.0298821548821548
211,HAM,4.0,1.0,MEDIUM,2.0,0 days 00:01:26.052000,5.0,86.052,lewis hamilton,#00d2be,176.591,173.06900000000002,3.5219999999999914,1.0203502649232385
212,HAM,4.0,1.0,MEDIUM,3.0,0 days 00:01:25.427000,6.0,85.427,lewis hamilton,#00d2be,262.01800000000003,258.139,3.879000000000019,1.0150267878933443
213,HAM,4.0,1.0,MEDIUM,4.0,0 days 00:01:24.559000,7.0,84.559,lewis hamilton,#00d2be,346.577,342.681,3.896000000000015,1.0113691742466027
214,HAM,4.0,1.0,MEDIUM,5.0,0 days 00:01:25.312000,8.0,85.312,lewis hamilton,#00d2be,431.889,427.524,4.365000000000009,1.0102099531254385
215,HAM,4.0,1.0,MEDIUM,6.0,0 days 00:01:25.167000,9.0,85.167,lewis hamilton,#00d2be,517.056,512.12,4.9360000000000355,1.0096383660079669
216,HAM,4.0,1.0,MEDIUM,7.0,0 days 00:01:25.179000,10.0,85.179,lewis hamilton,#00d2be,602.235,596.607,5.628000000000043,1.009433345569194
217,HAM,4.0,1.0,MEDIUM,8.0,0 days 00:01:24.916000,11.0,84.916,lewis hamilton,#00d2be,687.1510000000001,681.116,6.035000000000082,1.0088604584241159
218,HAM,4.0,1.0,MEDIUM,9.0,0 days 00:01:25.416000,12.0,85.416,lewis hamilton,#00d2be,772.567,765.553,7.01400000000001,1.0091620044595215
219,HAM,4.0,1.0,MEDIUM,10.0,0 days 00:01:25.123000,13.0,85.123,lewis hamilton,#00d2be,857.69,849.958,7.732000000000085,1.0090969200831101
220,HAM,4.0,1.0,MEDIUM,11.0,0 days 00:01:25.153000,14.0,85.153,lewis hamilton,#00d2be,942.8430000000001,934.42,8.423000000000116,1.0090141478136172
221,HAM,4.0,1.0,MEDIUM,12.0,0 days 00:01:25.081000,15.0,85.081,lewis hamilton,#00d2be,1027.924,1018.726,9.197999999999979,1.0090289243623898
222,HAM,4.0,1.0,MEDIUM,13.0,0 days 00:01:25.053000,16.0,85.053,lewis hamilton,#00d2be,1112.977,1103.081,9.896000000000186,1.008971236019839
223,HAM,4.0,1.0,MEDIUM,14.0,0 days 00:01:25.409000,17.0,85.409,lewis hamilton,#00d2be,1198.386,1187.282,11.104000000000042,1.009352453755721
224,HAM,4.0,1.0,MEDIUM,15.0,0 days 00:01:25.648000,18.0,85.648,lewis hamilton,#00d2be,1284.034,1271.403,12.631000000000085,1.009934694192164
225,HAM,4.0,1.0,MEDIUM,16.0,0 days 00:01:27.791000,19.0,87.791,lewis hamilton,#00d2be,1371.825,1355.776,16.048999999999978,1.011837501180136
226,HAM,8.0,2.0,HARD,17.0,0 days 00:01:44.676000,1.0,104.676,lewis hamilton,#00d2be,1476.501,1439.99,36.51099999999997,1.0253550371877582
227,HAM,7.0,2.0,HARD,18.0,0 days 00:01:25.766000,2.0,85.766,lewis hamilton,#00d2be,1562.267,1524.185,38.08200000000011,1.024985156001404
228,HAM,7.0,2.0,HARD,19.0,0 days 00:01:25.538000,3.0,85.538,lewis hamilton,#00d2be,1647.805,1608.581,39.22400000000016,1.024384224356747
229,HAM,7.0,2.0,HARD,20.0,0 days 00:01:24.258000,4.0,84.258,lewis hamilton,#00d2be,1732.063,1692.646,39.417000000000144,1.0232872083117204
230,HAM,6.0,2.0,HARD,21.0,0 days 00:01:24.403000,5.0,84.403,lewis hamilton,#00d2be,1816.4660000000001,1776.658,39.80800000000022,1.0224061130504578
231,HAM,6.0,2.0,HARD,22.0,0 days 00:01:24.477000,6.0,84.477,lewis hamilton,#00d2be,1900.943,1861.018,39.924999999999955,1.021453312111973
232,HAM,6.0,2.0,HARD,23.0,0 days 00:01:24.285000,7.0,84.285,lewis hamilton,#00d2be,1985.228,1948.1689999999999,37.0590000000002,1.0190224770027652
233,HAM,6.0,2.0,HARD,24.0,0 days 00:01:24.245000,8.0,84.245,lewis hamilton,#00d2be,2069.473,2050.176,19.297000000000025,1.0094123626459388
234,HAM,4.0,2.0,HARD,25.0,0 days 00:01:24.063000,9.0,84.063,lewis hamilton,#00d2be,2153.536,2133.953,19.583000000000084,1.0091768656573037
235,HAM,4.0,2.0,HARD,26.0,0 days 00:01:23.966000,10.0,83.966,lewis hamilton,#00d2be,2237.502,2217.67,19.83199999999988,1.0089427191601996
236,HAM,4.0,2.0,HARD,27.0,0 days 00:01:24.193000,11.0,84.193,lewis hamilton,#00d2be,2321.695,2301.306,20.389000000000124,1.0088597518104938
237,HAM,4.0,2.0,HARD,28.0,0 days 00:01:24.086000,12.0,84.086,lewis hamilton,#00d2be,2405.781,2384.993,20.78800000000001,1.0087161681396968
238,HAM,4.0,2.0,HARD,29.0,0 days 00:01:24.055000,13.0,84.055,lewis hamilton,#00d2be,2489.8360000000002,2468.755,21.08100000000013,1.0085391219460822
239,HAM,4.0,2.0,HARD,30.0,0 days 00:01:23.749000,14.0,83.749,lewis hamilton,#00d2be,2573.585,2552.379,21.20600000000013,1.0083083272507727
240,HAM,4.0,2.0,HARD,31.0,0 days 00:01:23.852000,15.0,83.852,lewis hamilton,#00d2be,2657.437,2635.969,21.467999999999847,1.0081442535932705
241,HAM,4.0,2.0,HARD,32.0,0 days 00:01:24.390000,16.0,84.39,lewis hamilton,#00d2be,2741.827,2719.261,22.56600000000026,1.0082985781798806
242,HAM,4.0,2.0,HARD,33.0,0 days 00:01:23.817000,17.0,83.817,lewis hamilton,#00d2be,2825.6440000000002,2802.784,22.860000000000127,1.0081561761448616
243,HAM,4.0,2.0,HARD,34.0,0 days 00:01:23.899000,18.0,83.899,lewis hamilton,#00d2be,2909.543,2886.291,23.251999999999953,1.0080560137560628
244,HAM,4.0,2.0,HARD,35.0,0 days 00:01:23.851000,19.0,83.851,lewis hamilton,#00d2be,2993.3940000000002,2969.78,23.614000000000033,1.0079514307457118
245,HAM,4.0,2.0,HARD,36.0,0 days 00:01:23.910000,20.0,83.91,lewis hamilton,#00d2be,3077.304,3053.065,24.239000000000033,1.0079392348345024
246,HAM,4.0,2.0,HARD,37.0,0 days 00:01:23.907000,21.0,83.907,lewis hamilton,#00d2be,3161.2110000000002,3136.315,24.896000000000186,1.007937978168647
247,HAM,4.0,2.0,HARD,38.0,0 days 00:01:24.274000,22.0,84.274,lewis hamilton,#00d2be,3245.485,3219.785,25.700000000000273,1.0079818994125385
248,HAM,4.0,2.0,HARD,39.0,0 days 00:01:24.350000,23.0,84.35,lewis hamilton,#00d2be,3329.835,3303.928,25.907000000000153,1.0078412725701045
249,HAM,4.0,2.0,HARD,40.0,0 days 00:01:24.798000,24.0,84.798,lewis hamilton,#00d2be,3414.633,3387.633,27.0,1.0079701667801677
250,HAM,4.0,2.0,HARD,41.0,0 days 00:01:24.584000,25.0,84.584,lewis hamilton,#00d2be,3499.217,3470.656,28.56100000000015,1.0082292799977872
251,HAM,4.0,2.0,HARD,42.0,0 days 00:01:24.846000,26.0,84.846,lewis hamilton,#00d2be,3584.063,3553.965,30.097999999999956,1.008468850987559
252,HAM,3.0,2.0,HARD,43.0,0 days 00:01:24.573000,27.0,84.573,lewis hamilton,#00d2be,3668.636,3637.303,31.333000000000084,1.0086143496981144
253,HAM,3.0,2.0,HARD,44.0,0 days 00:01:24.443000,28.0,84.443,lewis hamilton,#00d2be,3753.079,3721.075,32.00400000000036,1.0086007403774448
254,HAM,2.0,2.0,HARD,45.0,0 days 00:01:24.574000,29.0,84.574,lewis hamilton,#00d2be,3837.653,3805.005,32.64799999999968,1.0085802778182944
255,HAM,2.0,2.0,HARD,46.0,0 days 00:01:24.251000,30.0,84.251,lewis hamilton,#00d2be,3921.904,3888.644,33.26000000000022,1.0085531100301288
256,HAM,2.0,2.0,HARD,47.0,0 days 00:01:24.202000,31.0,84.202,lewis hamilton,#00d2be,4006.106,3972.252,33.85400000000027,1.008522621424824
257,HAM,2.0,2.0,HARD,48.0,0 days 00:01:24.490000,32.0,84.49,lewis hamilton,#00d2be,4090.596,4055.739,34.85699999999997,1.0085944879589146
258,HAM,3.0,2.0,HARD,49.0,0 days 00:01:27.017000,33.0,87.017,lewis hamilton,#00d2be,4177.613,4139.561,38.05200000000059,1.0091922790846664
259,HAM,5.0,3.0,MEDIUM,50.0,0 days 00:01:41.746000,4.0,101.746,lewis hamilton,#00d2be,4279.359,4223.343,56.01600000000053,1.0132634266267269
260,HAM,5.0,3.0,MEDIUM,51.0,0 days 00:01:22.611000,5.0,82.611,lewis hamilton,#00d2be,4361.97,4309.553,52.41700000000037,1.012162978387782
261,HAM,5.0,3.0,MEDIUM,52.0,0 days 00:01:22.385000,6.0,82.385,lewis hamilton,#00d2be,4444.355,4412.276,32.07899999999972,1.0072703974094095
262,HAM,5.0,3.0,MEDIUM,53.0,0 days 00:01:22.083000,7.0,82.083,lewis hamilton,#00d2be,4526.438,4492.78,33.65800000000036,1.0074915753720415
263,HAM,5.0,3.0,MEDIUM,54.0,0 days 00:01:21.601000,8.0,81.601,lewis hamilton,#00d2be,4608.039,4576.715,31.323999999999614,1.0068442103124182
264,HAM,5.0,3.0,MEDIUM,55.0,0 days 00:01:22.202000,9.0,82.202,lewis hamilton,#00d2be,4690.241,4659.562,30.679000000000087,1.0065840952432867
265,HAM,5.0,3.0,MEDIUM,56.0,0 days 00:01:23.009000,10.0,83.009,lewis hamilton,#00d2be,4773.25,4742.162,31.087999999999738,1.0065556596337282
266,HAM,4.0,3.0,MEDIUM,57.0,0 days 00:01:23.094000,11.0,83.094,lewis hamilton,#00d2be,4856.344,4824.5869999999995,31.757000000000517,1.0065823250777737
267,HAM,4.0,3.0,MEDIUM,58.0,0 days 00:01:23.073000,12.0,83.073,lewis hamilton,#00d2be,4939.417,4907.237,32.18000000000029,1.0065576616739726
268,HAM,4.0,3.0,MEDIUM,59.0,0 days 00:01:22.597000,13.0,82.597,lewis hamilton,#00d2be,5022.014,4989.117,32.896999999999935,1.0065937519605173
269,HAM,4.0,3.0,MEDIUM,60.0,0 days 00:01:21.970000,14.0,81.97,lewis hamilton,#00d2be,5103.984,5070.671,33.3130000000001,1.006569741953284
270,HAM,4.0,3.0,MEDIUM,61.0,0 days 00:01:22.127000,15.0,82.127,lewis hamilton,#00d2be,5186.111,5152.191,33.92000000000007,1.0065836068577427
271,HAM,4.0,3.0,MEDIUM,62.0,0 days 00:01:22.056000,16.0,82.056,lewis hamilton,#00d2be,5268.167,5233.884,34.28300000000036,1.0065502024882478
272,HAM,4.0,3.0,MEDIUM,63.0,0 days 00:01:22.439000,17.0,82.439,lewis hamilton,#00d2be,5350.606,5315.656,34.94999999999982,1.0065749175642666
273,HAM,4.0,3.0,MEDIUM,64.0,0 days 00:01:22.252000,18.0,82.252,lewis hamilton,#00d2be,5432.858,5397.778,35.07999999999993,1.0064989705023066
274,HAM,4.0,3.0,MEDIUM,65.0,0 days 00:01:22.669000,19.0,82.669,lewis hamilton,#00d2be,5515.527,5480.001,35.52599999999984,1.0064828455323274
275,HAM,4.0,3.0,MEDIUM,66.0,0 days 00:01:22.342000,20.0,82.342,lewis hamilton,#00d2be,5597.869,5561.942,35.92699999999968,1.0064594344924849
276,HAM,4.0,3.0,MEDIUM,67.0,0 days 00:01:21.995000,21.0,81.995,lewis hamilton,#00d2be,5679.864,5643.696,36.167999999999665,1.0064085663012323
277,HAM,4.0,3.0,MEDIUM,68.0,0 days 00:01:22.125000,22.0,82.125,lewis hamilton,#00d2be,5761.989,5725.22,36.76899999999932,1.0064222859558234
278,HAM,4.0,3.0,MEDIUM,69.0,0 days 00:01:22.350000,23.0,82.35,lewis hamilton,#00d2be,5844.339,5806.4,37.939000000000306,1.006533996968862
279,HAM,4.0,3.0,MEDIUM,70.0,0 days 00:01:23.429000,24.0,83.429,lewis hamilton,#00d2be,5927.768,5888.634,39.134000000000015,1.0066456838716755
280,PIA,2.0,1.0,MEDIUM,1.0,0 days 00:01:28.684000,3.0,88.684,oscar piastri,#ff8700,88.684,87.912,0.7719999999999914,1.0087815087815086
281,PIA,2.0,1.0,MEDIUM,2.0,0 days 00:01:25.617000,4.0,85.617,oscar piastri,#ff8700,174.301,173.06900000000002,1.231999999999971,1.0071185480935347
282,PIA,2.0,1.0,MEDIUM,3.0,0 days 00:01:25.115000,5.0,85.115,oscar piastri,#ff8700,259.416,258.139,1.2769999999999868,1.004946947187368
283,PIA,2.0,1.0,MEDIUM,4.0,0 days 00:01:24.885000,6.0,84.885,oscar piastri,#ff8700,344.301,342.681,1.6200000000000045,1.0047274287165031
284,PIA,2.0,1.0,MEDIUM,5.0,0 days 00:01:24.927000,7.0,84.927,oscar piastri,#ff8700,429.228,427.524,1.7040000000000077,1.003985741151374
285,PIA,2.0,1.0,MEDIUM,6.0,0 days 00:01:24.841000,8.0,84.841,oscar piastri,#ff8700,514.069,512.12,1.9489999999999554,1.0038057486526595
286,PIA,2.0,1.0,MEDIUM,7.0,0 days 00:01:24.920000,9.0,84.92,oscar piastri,#ff8700,598.989,596.607,2.382000000000062,1.0039925780287526
287,PIA,2.0,1.0,MEDIUM,8.0,0 days 00:01:24.751000,10.0,84.751,oscar piastri,#ff8700,683.74,681.116,2.6240000000000236,1.003852500895589
288,PIA,2.0,1.0,MEDIUM,9.0,0 days 00:01:24.980000,11.0,84.98,oscar piastri,#ff8700,768.72,765.553,3.16700000000003,1.0041368788313807
289,PIA,2.0,1.0,MEDIUM,10.0,0 days 00:01:24.729000,12.0,84.729,oscar piastri,#ff8700,853.4490000000001,849.958,3.491000000000099,1.0041072617705817
290,PIA,2.0,1.0,MEDIUM,11.0,0 days 00:01:25.086000,13.0,85.086,oscar piastri,#ff8700,938.535,934.42,4.115000000000009,1.0044038012885
291,PIA,2.0,1.0,MEDIUM,12.0,0 days 00:01:25.008000,14.0,85.008,oscar piastri,#ff8700,1023.543,1018.726,4.817000000000007,1.0047284549525584
292,PIA,2.0,1.0,MEDIUM,13.0,0 days 00:01:24.775000,15.0,84.775,oscar piastri,#ff8700,1108.318,1103.081,5.23700000000008,1.004747611462803
293,PIA,2.0,1.0,MEDIUM,14.0,0 days 00:01:25.162000,16.0,85.162,oscar piastri,#ff8700,1193.48,1187.282,6.198000000000093,1.0052203267631448
294,PIA,2.0,1.0,MEDIUM,15.0,0 days 00:01:25.013000,17.0,85.013,oscar piastri,#ff8700,1278.493,1271.403,7.089999999999918,1.00557651665129
295,PIA,2.0,1.0,MEDIUM,16.0,0 days 00:01:25.039000,18.0,85.039,oscar piastri,#ff8700,1363.532,1355.776,7.755999999999858,1.0057207090256797
296,PIA,2.0,1.0,MEDIUM,17.0,0 days 00:01:24.819000,19.0,84.819,oscar piastri,#ff8700,1448.351,1439.99,8.361000000000104,1.0058062903214606
297,PIA,2.0,1.0,MEDIUM,18.0,0 days 00:01:27.253000,20.0,87.253,oscar piastri,#ff8700,1535.604,1524.185,11.419000000000096,1.0074918727057411
298,PIA,5.0,2.0,HARD,19.0,0 days 00:01:42.563000,1.0,102.563,oscar piastri,#ff8700,1638.167,1608.581,29.586000000000013,1.0183926081434507
299,PIA,5.0,2.0,HARD,20.0,0 days 00:01:24.494000,2.0,84.494,oscar piastri,#ff8700,1722.661,1692.646,30.0150000000001,1.0177325914573987
300,PIA,4.0,2.0,HARD,21.0,0 days 00:01:23.972000,3.0,83.972,oscar piastri,#ff8700,1806.633,1776.658,29.975000000000136,1.0168715644766748
301,PIA,4.0,2.0,HARD,22.0,0 days 00:01:23.891000,4.0,83.891,oscar piastri,#ff8700,1890.5240000000001,1861.018,29.506000000000085,1.0158547633606982
302,PIA,4.0,2.0,HARD,23.0,0 days 00:01:24.123000,5.0,84.123,oscar piastri,#ff8700,1974.647,1948.1689999999999,26.478000000000065,1.013591223348693
303,PIA,4.0,2.0,HARD,24.0,0 days 00:01:24,6.0,84.0,oscar piastri,#ff8700,2058.647,2050.176,8.471000000000004,1.0041318403883375
304,PIA,3.0,2.0,HARD,25.0,0 days 00:01:23.930000,7.0,83.93,oscar piastri,#ff8700,2142.577,2133.953,8.624000000000251,1.0040413261210535
305,PIA,3.0,2.0,HARD,26.0,0 days 00:01:23.876000,8.0,83.876,oscar piastri,#ff8700,2226.453,2217.67,8.782999999999902,1.0039604630084729
306,PIA,3.0,2.0,HARD,27.0,0 days 00:01:24.279000,9.0,84.279,oscar piastri,#ff8700,2310.732,2301.306,9.42599999999993,1.00409593509077
307,PIA,3.0,2.0,HARD,28.0,0 days 00:01:24.539000,10.0,84.539,oscar piastri,#ff8700,2395.271,2384.993,10.278000000000247,1.0043094466105353
308,PIA,3.0,2.0,HARD,29.0,0 days 00:01:24.778000,11.0,84.778,oscar piastri,#ff8700,2480.049,2468.755,11.293999999999869,1.0045747755447583
309,PIA,3.0,2.0,HARD,30.0,0 days 00:01:24.473000,12.0,84.473,oscar piastri,#ff8700,2564.522,2552.379,12.143000000000029,1.004757522295866
310,PIA,3.0,2.0,HARD,31.0,0 days 00:01:24.573000,13.0,84.573,oscar piastri,#ff8700,2649.0950000000003,2635.969,13.126000000000204,1.0049795729767688
311,PIA,3.0,2.0,HARD,32.0,0 days 00:01:24.769000,14.0,84.769,oscar piastri,#ff8700,2733.864,2719.261,14.603000000000065,1.0053702090384116
312,PIA,3.0,2.0,HARD,33.0,0 days 00:01:24.768000,15.0,84.768,oscar piastri,#ff8700,2818.632,2802.784,15.847999999999956,1.0056543779327982
313,PIA,3.0,2.0,HARD,34.0,0 days 00:01:24.727000,16.0,84.727,oscar piastri,#ff8700,2903.359,2886.291,17.067999999999756,1.005913471649255
314,PIA,3.0,2.0,HARD,35.0,0 days 00:01:24.572000,17.0,84.572,oscar piastri,#ff8700,2987.931,2969.78,18.15099999999984,1.0061119005448214
315,PIA,3.0,2.0,HARD,36.0,0 days 00:01:24.429000,18.0,84.429,oscar piastri,#ff8700,3072.36,3053.065,19.295000000000073,1.0063198785482785
316,PIA,3.0,2.0,HARD,37.0,0 days 00:01:24.531000,19.0,84.531,oscar piastri,#ff8700,3156.891,3136.315,20.576000000000022,1.0065605655044216
317,PIA,3.0,2.0,HARD,38.0,0 days 00:01:24.719000,20.0,84.719,oscar piastri,#ff8700,3241.61,3219.785,21.825000000000273,1.0067784029057842
318,PIA,3.0,2.0,HARD,39.0,0 days 00:01:24.701000,21.0,84.701,oscar piastri,#ff8700,3326.311,3303.928,22.383000000000266,1.0067746633703882
319,PIA,3.0,2.0,HARD,40.0,0 days 00:01:25.186000,22.0,85.186,oscar piastri,#ff8700,3411.497,3387.633,23.864000000000033,1.0070444466682194
320,PIA,3.0,2.0,HARD,41.0,0 days 00:01:25.165000,23.0,85.165,oscar piastri,#ff8700,3496.6620000000003,3470.656,26.006000000000313,1.0074931079311809
321,PIA,3.0,2.0,HARD,42.0,0 days 00:01:27.242000,24.0,87.242,oscar piastri,#ff8700,3583.904,3553.965,29.93899999999985,1.0084241122239526
322,PIA,5.0,3.0,MEDIUM,43.0,0 days 00:01:42.043000,4.0,102.043,oscar piastri,#ff8700,3685.947,3637.303,48.64400000000023,1.0133736452530901
323,PIA,4.0,3.0,MEDIUM,44.0,0 days 00:01:23.476000,5.0,83.476,oscar piastri,#ff8700,3769.4230000000002,3721.075,48.34800000000041,1.0129930194903356
324,PIA,4.0,3.0,MEDIUM,45.0,0 days 00:01:22.736000,6.0,82.736,oscar piastri,#ff8700,3852.159,3805.005,47.153999999999996,1.0123926249768398
325,PIA,4.0,3.0,MEDIUM,46.0,0 days 00:01:23.212000,7.0,83.212,oscar piastri,#ff8700,3935.371,3888.644,46.72700000000032,1.0120162709674634
326,PIA,5.0,3.0,MEDIUM,47.0,0 days 00:01:25.169000,8.0,85.169,oscar piastri,#ff8700,4020.54,3972.252,48.28800000000001,1.0121563284504609
327,PIA,5.0,3.0,MEDIUM,48.0,0 days 00:01:24.516000,9.0,84.516,oscar piastri,#ff8700,4105.0560000000005,4055.739,49.31700000000046,1.0121598061413717
328,PIA,5.0,3.0,MEDIUM,49.0,0 days 00:01:23.401000,10.0,83.401,oscar piastri,#ff8700,4188.457,4139.561,48.89600000000064,1.0118118805351584
329,PIA,4.0,3.0,MEDIUM,50.0,0 days 00:01:23.150000,11.0,83.15,oscar piastri,#ff8700,4271.607,4223.343,48.264000000000124,1.0114279138587607
330,PIA,4.0,3.0,MEDIUM,51.0,0 days 00:01:23.305000,12.0,83.305,oscar piastri,#ff8700,4354.912,4309.553,45.35900000000038,1.0105252215252951
331,PIA,4.0,3.0,MEDIUM,52.0,0 days 00:01:23.456000,13.0,83.456,oscar piastri,#ff8700,4438.368,4412.276,26.092000000000553,1.0059135013312859
332,PIA,4.0,3.0,MEDIUM,53.0,0 days 00:01:23.458000,14.0,83.458,oscar piastri,#ff8700,4521.826,4492.78,29.046000000000276,1.0064650394633168
333,PIA,4.0,3.0,MEDIUM,54.0,0 days 00:01:23.288000,15.0,83.288,oscar piastri,#ff8700,4605.1140000000005,4576.715,28.399000000000342,1.006205105627071
334,PIA,4.0,3.0,MEDIUM,55.0,0 days 00:01:23.782000,16.0,83.782,oscar piastri,#ff8700,4688.896,4659.562,29.333999999999833,1.0062954415028709
335,PIA,4.0,3.0,MEDIUM,56.0,0 days 00:01:23.914000,17.0,83.914,oscar piastri,#ff8700,4772.81,4742.162,30.64800000000014,1.0064628749502864
